Substructure,Count,Count max,step max,step min,step count,step_list,median_score_fragment_max,median_score_fragment_min,Mean score cluster,median_score_fragment_list,diff_median_score_max,diff_median_score_min,Mean diff score,diff_median_score_list,count_per_molecule_max,count_per_molecule_first,count_per_molecule_mean,Total Number of Molecules with Substructure,Number of Molecules with Substructure List,Molecules containing fragment,Number of Molecules_with_Fragment,count_perc_ratio
C=C1CCc2cc3ccccc3c2C1=C,1,1,40,40,1,[40],0.0,0.0,0.0,[0.0],-0.0026177,-0.0026177,-0.0026177,[-0.0026177],1,1,1.0,1,[1],{'O=C1CCc2oc3ccccc3c2C1=O'},1,1.0
C=C1CCc2cc3ccccc3cc2C1=C,1,1,70,70,1,[70],0.0372165,0.0372165,0.0372165,[0.0372165],0.0274964,0.0274964,0.0274964,[0.0274964],1,1,1.0,1,[1],{'O=C1CCc2nc3ccccc3cc2C1=O'},1,1.0
C=C1CCc2ccc(C(=C)c3ccccc3)c2-c2ccccc2C1,2,2,30,30,1,[30],0.0,0.0,0.0,[0.0],-0.0101241,-0.0101241,-0.0101241,[-0.0101241],1,1,1.0,1,[1],{'O=C1CCc2oc(O)c(C(=O)c3ccccc3)c2-c2ccccc2O1'},1,1.0
C=C1CCc2cccc(=C)c2C1,4,2,30,20,2,"[20, 30]",0.0183524,0.0,0.0091762,"[0.0, 0.0183524]",0.0112271,-0.0034858,0.0038706500000000002,"[-0.0034858, 0.0112271]",1,1,1.0,2,"[1, 1]","{'O=C1CCc2oc(-c3ccccc3O)c(O)c(=O)c2C1', 'O=C1CCc2oc(-c3ccccc3)c(O)c(=O)c2C1'}",2,1.0
C=C1CCc2cccc2-c2ccccc2C1,2,2,30,30,1,[30],0.0,0.0,0.0,[0.0],-0.0101241,-0.0101241,-0.0101241,[-0.0101241],1,1,1.0,1,[1],{'O=C1CCc2oc(O)c(C(=O)c3ccccc3)c2-c2ccccc2O1'},1,1.0
C=C1CCc2cccc2C1,2,2,50,50,1,[50],0.0155778,0.0155778,0.0155778,[0.0155778],0.00852,0.00852,0.00852,[0.00852],1,1,1.0,1,[1],{'O=C1CCc2oc(-c3ccccc3)c(Br)c2C1'},1,1.0
C=C1CCc2cccc2C1=C,2,2,80,80,1,[80],0.0398749,0.0398749,0.0398749,[0.0398749],0.0332521999999999,0.0332521999999999,0.0332521999999999,[0.0332521999999999],1,1,1.0,1,[1],{'O=C1CCc2oc(-c3ccccc3)cc2C1=O'},1,1.0
C=C1CCc2ccccc2-c2ccccc21,2,2,450,450,1,[450],0.0137418,0.0137418,0.0137418,[0.0137418],-0.4404890999999999,-0.4404890999999999,-0.4404890999999999,[-0.4404890999999999],1,1,1.0,1,[1],{'O=C1CCc2ccc(Br)cc2-c2ccccc21'},1,1.0
C=C1CCc2ccccc21,53,8,140,10,12,"[10, 20, 30, 40, 50, 60, 70, 80, 110, 120, 130, 140]",0.01722615,0.0,0.00662785,"[0.0026552, 0.0004333, 0.0133758, 0.0009817, 0.00778725, 0.0018637, 0.0093136, 0.0040613, 0.01722615, 0.0, 0.011553, 0.0102832]",0.0062505,-0.25677505,-0.0626240833333333,"[-0.0040401, -0.0030524999999999, 0.0062505, -0.001636, 0.00068715, -0.0030082, -0.0022483999999999, -0.0025988499999999, -0.086249, -0.1597983499999999, -0.2390202, -0.25677505]",4,3,2.25,27,"[3, 3, 3, 1, 4, 1, 1, 4, 4, 1, 1, 1]","{'O=C1CCC(C2(C(=O)O)c3ccccc3C(=O)N2O)CC1', 'COC(=O)C1(Sc2ccccc2)OC(=O)c2ccc(Cl)cc21', 'O=C(OCc1ccc([N+](=O)[O-])cc1)C1(O)Oc2ccccc2C1=O', 'O=C1OC(c2ccccc2F)c2ccccc21', 'CCC1c2ccccc2C(=O)C1(O)C(=O)OC', 'NC(=O)C1Cc2ccccc2C=CN1C1Oc2ccccc2C1=O', 'O=C1OCc2ccccc21', 'O=C1OC(O)c2ccccc21', 'O=C(OC1OC(=O)c2ccccc21)c1ccc(Br)cc1', 'Cc1ccc(C2OC(=O)c3ccccc32)cc1', 'O=COC1c2ccccc2C(=O)N1CCOCc1ccccc1', 'O=C1OC(Cc2ccccc2)c2ccccc21', 'O=C1OC(C2Nc3ccccc3C2=O)C(=O)c2ccccc21', 'O=CSC1c2ccccc2C(=O)C1c1ccc(Cl)cc1', 'O=C1OC(c2cc([N+](=O)[O-])ccc2O)c2ccccc21', 'CC(C)(C)OC1C(=O)c2ccccc2C1O', 'CC(O)C1c2ccccc2C(=O)N1C(=O)OC(C)(C)C', 'O=C1CCC(CC2OC(=O)c3ccccc32)CCO1', 'NC(=O)C1(C2(O)Cc3ccccc3C2=O)CCC(=O)O1', 'O=C(CO)NC1OC(=O)c2ccccc21', 'O=C1OC(O)(C(=O)Cc2ccccc2)c2ccccc21', 'CCCCC1C(=O)c2ccccc2C1(C)C', 'O=C(c1ccc(Cl)cc1)C1Oc2ccccc2C1=O', 'COC(=O)C1(C(=O)OC)Cc2ccccc2C1=O', 'COCc1ccccc1C1(C)c2ccccc2C(=O)C1O', 'CC1(O)Oc2ccccc2C1=O', 'O=C1OC(=Cc2ccc3occc3c2)c2ccccc21'}",27,1.3333333333333333
C=C1CCc2ccccc2C(=C)C1,2,2,20,20,1,[20],0.0039734,0.0039734,0.0039734,[0.0039734],0.0006291,0.0006291,0.0006291,[0.0006291],1,1,1.0,1,[1],{'O=C1OC(c2ccc(CO)cc2)c2ccccc2C(=O)C1Cl'},1,1.0
C=C1CCc2ccccc2C1,23,5,150,50,8,"[50, 60, 70, 80, 90, 100, 110, 150]",0.00644345,0.0,0.00264531875,"[0.00644345, 0.0, 0.0005938, 0.0004475, 0.0060007, 0.0, 0.0061204, 0.0015567]",-0.0006566499999999,-0.3500978999999999,-0.06582591249999996,"[-0.0006566499999999, -0.00535435, -0.0109681999999999, -0.0062501, -0.0276513, -0.03539485, -0.09023395, -0.3500978999999999]",2,2,1.375,11,"[2, 2, 1, 1, 1, 1, 2, 1]","{'O=C1CCc2cc(Br)ccc2O1', 'O=C(O)CC1Oc2ccccc2SC1=O', 'CCC1(c2ccccc2)NC(=O)N(C)c2ccccc21', 'O=C1OC(C2Nc3ccccc3OC2=O)C(=O)c2ccccc21', 'O=C1CC(O)c2ccccc2O1', 'O=C1CC(CC2OC(=O)c3ccccc3C2=O)c2ccccc2O1', 'O=C1NC(O)(C(F)(F)F)c2ccccc2C1Br', 'O=C1Cc2cc(Br)ccc2OC1O', 'O=C1CCc2ccccc2O1', 'CN1CC(=O)C(C2(O)C(=O)Nc3ccccc32)c2ccccc21', 'O=C1Cc2ccccc2OC1O'}",11,1.0
C=C1CCc2ccccc2C1=C,5,2,100,60,3,"[60, 70, 100]",0.0385883,0.0,0.01720846666666667,"[0.0, 0.0130371, 0.0385883]",0.0099301499999999,-0.0048719,0.0027917499999999666,"[-0.0048719, 0.003317, 0.0099301499999999]",1,1,1.0,3,"[1, 1, 1]","{'O=C1OC(O)c2ccccc2C1=O', 'O=C1OCc2ccccc2C1=O', 'O=C1COc2ccccc2C1=NO'}",3,1.0
C=C1CCc2ccccc2C1=C1C=Cc2ccccc21,1,1,140,140,1,[140],0.2596675,0.2596675,0.2596675,[0.2596675],-0.00739075,-0.00739075,-0.00739075,[-0.00739075],1,1,1.0,1,[1],{'O=C1CCc2ccccc2C1=C1C=Cc2ccccc21'},1,1.0
C=C1CCc2ccccc2C1=C1CC(=C)c2ccccc21,1,1,110,110,1,[110],0.0938928,0.0938928,0.0938928,[0.0938928],0.0207215999999999,0.0207215999999999,0.0207215999999999,[0.0207215999999999],1,1,1.0,1,[1],{'O=C1COc2ccccc2C1=C1CC(=O)c2ccccc21'},1,1.0
C=C1CCc2ccccc2C1=Cc1ccccc1,4,2,60,30,2,"[30, 60]",0.1108797,0.0753134,0.09309655,"[0.0753134, 0.1108797]",0.1081232999999999,0.0681881,0.08815569999999995,"[0.0681881, 0.1081232999999999]",1,1,1.0,2,"[1, 1]","{'CN(C)c1cccc2c1CCC(=O)C2=Cc1ccccc1', 'O=C1CCc2cc(O)ccc2C1=Cc1ccc(O)cc1'}",2,1.0
C=C1CCc2ccccc2C1C1C(=C)Cc2ccccc21,2,2,90,90,1,[90],0.0060007,0.0060007,0.0060007,[0.0060007],-0.0276513,-0.0276513,-0.0276513,[-0.0276513],1,1,1.0,1,[1],{'CN1CC(=O)C(C2(O)C(=O)Nc3ccccc32)c2ccccc21'},1,1.0
C=C1CCc2ccccc2CC1,2,2,10,10,1,[10],0.0136959,0.0136959,0.0136959,[0.0136959],0.0072211,0.0072211,0.0072211,[0.0072211],1,1,1.0,1,[1],{'O=C(O)C(=O)CC1CC(=O)C(O)C(O)c2ccccc21'},1,1.0
C=C1CCc2ccccc2CC1=C,1,1,20,20,1,[20],0.0259373,0.0259373,0.0259373,[0.0259373],0.022593,0.022593,0.022593,[0.022593],1,1,1.0,1,[1],{'O=C1CCc2ccccc2CC1=O'},1,1.0
C=C1Cc2c(c(-c3ccccc3)cc3ccccc23)C1=C,1,1,70,70,1,[70],0.0612662,0.0612662,0.0612662,[0.0612662],0.0515461,0.0515461,0.0515461,[0.0515461],1,1,1.0,1,[1],{'O=C1Cc2c(c(-c3ccccc3)nc3ccccc23)C1=O'},1,1.0
C=C1Cc2c(ccc3ccccc23)C1=C,2,2,70,70,1,[70],0.0612662,0.0612662,0.0612662,[0.0612662],0.0515461,0.0515461,0.0515461,[0.0515461],1,1,1.0,1,[1],{'O=C1Cc2c(c(-c3ccccc3)nc3ccccc23)C1=O'},1,1.0
C=C1Cc2c1ccc2-c1ccccc1,2,2,360,360,1,[360],0.0182232,0.0182232,0.0182232,[0.0182232],-0.4389762499999999,-0.4389762499999999,-0.4389762499999999,[-0.4389762499999999],1,1,1.0,1,[1],{'CCc1oc(-c2ccccc2)c2c1C(=O)O2'},1,1.0
C=C1Cc2cc3ccccc3c2C(=C)c2ccccc21,2,2,50,50,1,[50],0.0152369,0.0152369,0.0152369,[0.0152369],0.0081790999999999,0.0081790999999999,0.0081790999999999,[0.0081790999999999],1,1,1.0,1,[1],{'O=C1c2ccccc2C(=O)C(O)(Cc2ccccc2)c2nc3ccccc3n21'},1,1.0
C=C1Cc2cccc21,2,2,360,360,1,[360],0.0182232,0.0182232,0.0182232,[0.0182232],-0.4389762499999999,-0.4389762499999999,-0.4389762499999999,[-0.4389762499999999],1,1,1.0,1,[1],{'CCc1oc(-c2ccccc2)c2c1C(=O)O2'},1,1.0
C=C1Cc2ccccc2-c2ccccc21,2,2,80,80,1,[80],0.0107325,0.0107325,0.0107325,[0.0107325],0.0041098,0.0041098,0.0041098,[0.0041098],1,1,1.0,1,[1],{'N#CC1(C#N)C(=O)c2ccccc2-c2ccccc21'},1,1.0
C=C1Cc2ccccc21,2,2,30,30,1,[30],0.0135203,0.0135203,0.0135203,[0.0135203],0.006395,0.006395,0.006395,[0.006395],1,1,1.0,1,[1],{'O=C1CC(=O)C(C2(O)C(=O)c3ccccc32)O1'},1,1.0
C=C1Cc2ccccc2C(=C)C1=Cc1ccccc1,4,2,240,80,2,"[80, 240]",0.0842963,0.0562119,0.0702541,"[0.0562119, 0.0842963]",0.0495892,-0.3393058,-0.1448583,"[0.0495892, -0.3393058]",1,1,1.0,2,"[1, 1]","{'O=C1Nc2ccccc2C(=O)C1=Cc1ccccc1O', 'O=C1Nc2ccc(Br)cc2C(=O)C1=Cc1ccccc1'}",2,1.0
C=C1Cc2ccccc2C(=C)C1CCCc1ccccc1,2,2,20,20,1,[20],0.0,0.0,0.0,[0.0],-0.0034858,-0.0034858,-0.0034858,[-0.0034858],1,1,1.0,1,[1],{'O=C1Cc2ccccc2C(=O)N1CC(Br)C(F)c1ccccc1'},1,1.0
C=C1Cc2ccccc2C(=C)C1CCc1ccccc1,1,1,50,50,1,[50],0.0006467,0.0006467,0.0006467,[0.0006467],-0.0064957,-0.0064957,-0.0064957,[-0.0064957],1,1,1.0,1,[1],{'O=C1Cc2ccccc2C(=O)N1OCc1ccccc1'},1,1.0
C=C1Cc2ccccc2C(=C)C1c1ccccc1,4,2,310,80,2,"[80, 310]",0.014614,0.0066976,0.0106558,"[0.0066976, 0.014614]",7.490000000000014e-05,-0.4403412,-0.22013315,"[7.490000000000014e-05, -0.4403412]",1,1,1.0,2,"[1, 1]","{'O=C1Cc2ccc(Cl)cc2C(=O)C1c1ccccc1', 'N#CC1C(=O)N(c2ccccc2)C(=C(Br)Br)c2ccccc21'}",2,1.0
C=C1Cc2ccccc2C(=C)c2c(cc3ccccc23)C1,1,1,90,90,1,[90],0.0,0.0,0.0,[0.0],-0.033652,-0.033652,-0.033652,[-0.033652],1,1,1.0,1,[1],{'O=C1Cc2ccccc2C(=O)c2c([nH]c3ccccc23)C1'},1,1.0
C=C1Cc2ccccc2C(=C)c2ccccc21,4,4,80,80,1,[80],0.01314575,0.01314575,0.01314575,[0.01314575],0.0069769499999999,0.0069769499999999,0.0069769499999999,[0.0069769499999999],2,2,2.0,2,[2],"{'O=C1Cc2ccc(F)cc2C(=O)c2ccccc21', 'CC1C(=O)c2ccccc2C(=O)c2ccccc21'}",2,1.0
C=C1Cc2ccccc2C(CC2CC(=C)c3ccccc3C2=C)C1,1,1,50,50,1,[50],0.0110281,0.0110281,0.0110281,[0.0110281],0.0039703,0.0039703,0.0039703,[0.0039703],1,1,1.0,1,[1],{'O=C1CC(CC2OC(=O)c3ccccc3C2=O)c2ccccc2O1'},1,1.0
C=C1Cc2ccccc2C(c2ccccc2)C1,2,2,110,110,1,[110],0.0007523,0.0007523,0.0007523,[0.0007523],-0.0931405,-0.0931405,-0.0931405,[-0.0931405],1,1,1.0,1,[1],{'CCC1(c2ccccc2)NC(=O)N(C)c2ccccc21'},1,1.0
C=C1Cc2ccccc2C1,15,4,180,40,6,"[40, 60, 70, 90, 160, 180]",0.0060007,0.0,0.0015725333333333332,"[0.0003522, 0.0, 0.0009585, 0.0060007, 0.0021238, 0.0]",-0.0022655,-0.4271123,-0.1420618,"[-0.0022655, -0.0048719, -0.0120389, -0.0276513, -0.3784309, -0.4271123]",2,1,1.1666666666666667,7,"[1, 1, 2, 1, 1, 1]","{'O=C1Cc2ccccc2N1c1ccc(-c2ccccc2)cc1', 'O=C1Oc2ccccc2C1O', 'CCC(=O)N1C(=O)Cc2ccccc21', 'O=C(O)CC1(C2CCC(=O)C2)C(=O)Oc2ccccc21', 'O=C1Cc2cc(Br)ccc2O1', 'CN1CC(=O)C(C2(O)C(=O)Nc3ccccc32)c2ccccc21', 'CC(=O)C1(c2ccccc2)C(=O)N(C)c2ccccc21'}",7,2.0
C=C1Cc2ccccc2C12CC=C(c1ccccc1)C2,2,2,90,90,1,[90],0.0402867,0.0402867,0.0402867,[0.0402867],0.0134307,0.0134307,0.0134307,[0.0134307],1,1,1.0,1,[1],{'O=CC1=C(c2ccccc2Cl)OC2(C1)C(=O)Nc1ccccc12'},1,1.0
C=C1Cc2ccccc2C12CC=CC2,2,2,90,90,1,[90],0.0402867,0.0402867,0.0402867,[0.0402867],0.0134307,0.0134307,0.0134307,[0.0134307],1,1,1.0,1,[1],{'O=CC1=C(c2ccccc2Cl)OC2(C1)C(=O)Nc1ccccc12'},1,1.0
C=C1Cc2ccccc2C1=C,2,2,90,90,1,[90],0.070631,0.070631,0.070631,[0.070631],0.043775,0.043775,0.043775,[0.043775],1,1,1.0,1,[1],{'O=C1C(=O)N(C(=O)CO)c2ccccc21'},1,1.0
C=C1Cc2ccccc2C1=C1C=C(c2ccccc2)C1,1,1,160,160,1,[160],0.335689,0.335689,0.335689,[0.335689],-0.0448657,-0.0448657,-0.0448657,[-0.0448657],1,1,1.0,1,[1],{'O=C1Nc2ccccc2C1=C1C=C(c2ccccc2)O1'},1,1.0
C=C1Cc2ccccc2C1=C1C=CC1,2,2,160,160,1,[160],0.335689,0.335689,0.335689,[0.335689],-0.0448657,-0.0448657,-0.0448657,[-0.0448657],1,1,1.0,1,[1],{'O=C1Nc2ccccc2C1=C1C=C(c2ccccc2)O1'},1,1.0
C=C1Cc2ccccc2C1=C1C=Cc2ccccc2C(=C)C1,2,2,140,140,1,[140],0.2932681,0.2932681,0.2932681,[0.2932681],0.0300566999999999,0.0300566999999999,0.0300566999999999,[0.0300566999999999],1,1,1.0,1,[1],{'O=C1Oc2ccccc2C1=C1CC(=O)c2cc(Cl)ccc2C=N1'},1,1.0
C=C1Cc2ccccc2C1=C1C=Cc2ccccc2C1=C,1,1,140,140,1,[140],0.1763114,0.1763114,0.1763114,[0.1763114],-0.0907468499999999,-0.0907468499999999,-0.0907468499999999,[-0.0907468499999999],1,1,1.0,1,[1],{'O=C1Oc2ccccc2C1=C1N=Nc2ccccc2C1=O'},1,1.0
C=C1Cc2ccccc2C1=C1CC(=C)c2ccccc21,3,3,140,140,1,[140],0.27632945,0.27632945,0.27632945,[0.27632945],0.0166619499999999,0.0166619499999999,0.0166619499999999,[0.0166619499999999],2,2,2.0,2,[2],"{'O=C1Oc2ccc(F)cc2C1=C1OC(=O)c2ncccc21', 'O=C1Oc2ccccc2C1=C1OC(=O)c2ccccc21'}",2,1.0
C=C1Cc2ccccc2C1=C1CCc2ccccc21,2,2,140,140,1,[140],0.1334864,0.1334864,0.1334864,[0.1334864],-0.13357185,-0.13357185,-0.13357185,[-0.13357185],1,1,1.0,1,[1],{'O=C1Cc2ccc(O)cc2C1=C1SCc2ccccc21'},1,1.0
C=C1Cc2ccccc2C1=Cc1ccccc1,1,1,70,70,1,[70],0.1184881,0.1184881,0.1184881,[0.1184881],0.108768,0.108768,0.108768,[0.108768],1,1,1.0,1,[1],{'O=C1Oc2ccccc2C1=Cc1ccccc1'},1,1.0
C=C1Cc2ccccc2C1c1ccc(-c2ccccc2)cc1,1,1,70,70,1,[70],0.001917,0.001917,0.001917,[0.001917],-0.0096449999999999,-0.0096449999999999,-0.0096449999999999,[-0.0096449999999999],1,1,1.0,1,[1],{'O=C1Cc2ccccc2N1c1ccc(-c2ccccc2)cc1'},1,1.0
C=C1Cc2ccccc2C1c1ccccc1,4,2,160,70,2,"[70, 160]",0.0021238,0.001917,0.0020204,"[0.001917, 0.0021238]",-0.0096449999999999,-0.3784309,-0.19403794999999996,"[-0.0096449999999999, -0.3784309]",1,1,1.0,2,"[1, 1]","{'O=C1Cc2ccccc2N1c1ccc(-c2ccccc2)cc1', 'CC(=O)C1(c2ccccc2)C(=O)N(C)c2ccccc21'}",2,1.0
C=C1Cc2ccccc2C2(CC2)C1,2,1,80,20,2,"[20, 80]",0.000197,0.0001728,0.0001849,"[0.0001728, 0.000197]",-0.003313,-0.0065006,-0.004906799999999999,"[-0.003313, -0.0065006]",1,1,1.0,2,"[1, 1]","{'O=C1Cc2ccccc2C2(CC2)N1', 'O=C1Cc2ccccc2C2(CC2)O1'}",2,1.0
C=C1Cc2ccccc2C2(CC2)CC(=C)c2ccccc21,1,1,60,60,1,[60],0.0,0.0,0.0,[0.0],-0.0048719,-0.0048719,-0.0048719,[-0.0048719],1,1,1.0,1,[1],{'O=C1Cc2ccccc2C2(CC2)OC(=O)c2ccccc21'},1,1.0
C=C1Cc2ccccc2C2C(=C)CC12,1,1,100,100,1,[100],0.0036064,0.0036064,0.0036064,[0.0036064],-0.0317884499999999,-0.0317884499999999,-0.0317884499999999,[-0.0317884499999999],1,1,1.0,1,[1],{'O=C1Cc2ccccc2N2C(=O)CC12'},1,1.0
C=C1Cc2ccccc2C=CC1=C1Cc2ccccc2CC1=C,2,2,150,150,1,[150],0.3365411,0.3365411,0.3365411,[0.3365411],-0.0151135,-0.0151135,-0.0151135,[-0.0151135],1,1,1.0,1,[1],{'O=C1Nc2cc(Cl)ccc2C=NC1=C1C(=O)Oc2ccccc2N1O'},1,1.0
C=C1Cc2ccccc2CC(=C)C1Cc1ccccc1,2,2,60,60,1,[60],0.0007368,0.0007368,0.0007368,[0.0007368],-0.0041351,-0.0041351,-0.0041351,[-0.0041351],1,1,1.0,1,[1],{'COc1ccc(CN2C(=O)Cc3ccccc3C(C)C2=O)cc1'},1,1.0
C=C1Cc2ccccc2CC1=C,1,1,160,160,1,[160],0.3312034,0.3312034,0.3312034,[0.3312034],-0.0493513,-0.0493513,-0.0493513,[-0.0493513],1,1,1.0,1,[1],{'O=C1OC(=C2Nc3ccccc3OC2=O)N=C1c1ccc(Nc2ccncc2)s1'},1,1.0
C=C1Cc2ccccc2CC1=C1C=Cc2ccccc2C1=C,10,4,170,140,3,"[140, 150, 170]",0.35553225,0.2104529,0.29903091666666665,"[0.2104529, 0.35553225, 0.3311076]",0.0116992999999999,-0.0608749,-0.03536130000000003,"[-0.0569083, 0.0116992999999999, -0.0608749]",2,2,1.6666666666666667,5,"[2, 2, 1]","{'O=C1Oc2ccccc2N(O)C1=C1N=Cc2ccccc2C1=O', 'O=C1Oc2ccccc2N(O)C1=C1N=Nc2ccc([N+](=O)[O-])cc2C1=O', 'O=C1Oc2ccccc2N(O)C1=C1N=Nc2ccccc2C1=O', 'O=C1Oc2ccccc2N(O)C1=C1N=Cc2ccc(Cl)cc2C1=O', 'O=C1Oc2ccccc2N(O)C1=C1N=Cc2ccc([N+](=O)[O-])cc2C1=O'}",5,1.0
C=C1Cc2ccccc2CC1=C1CC(=C)c2ccccc21,1,1,140,140,1,[140],0.2905926,0.2905926,0.2905926,[0.2905926],0.0273811999999999,0.0273811999999999,0.0273811999999999,[0.0273811999999999],1,1,1.0,1,[1],{'O=C1Oc2ncncc2NC1=C1OC(=O)c2ccccc21'},1,1.0
C=C1Cc2ccccc2CC1=C1Cc2ccccc2C1=C,3,3,140,140,1,[140],0.4222995499999999,0.4222995499999999,0.4222995499999999,[0.4222995499999999],0.1626320499999999,0.1626320499999999,0.1626320499999999,[0.1626320499999999],2,2,2.0,2,[2],"{'O=C1Oc2ccccc2N(O)C1=C1Nc2ccccc2C1=O', 'O=C1Oc2ccccc2NC1=C1Nc2ccccc2C1=O'}",2,1.0
C=C1Cc2ccccc2CC2C(=C)CCCC12,2,2,40,40,1,[40],0.000177,0.000177,0.000177,[0.000177],-0.0024407,-0.0024407,-0.0024407,[-0.0024407],1,1,1.0,1,[1],{'CCC(C)OC1COC(=O)C2Cc3ccccc3OC(=O)C12'},1,1.0
C=C1[CH+]CCC(=C)C1c1ccccc1,1,1,10,10,1,[10],0.00017,0.00017,0.00017,[0.00017],-0.0065253,-0.0065253,-0.0065253,[-0.0065253],1,1,1.0,1,[1],{'CC[N+]1(C)CCC(=O)C(C)(c2ccccc2)C1=O'},1,1.0
C=C1c2cc(-c3ccccc3)cc2C(=C)C2C(=C)C=CC12,1,1,90,90,1,[90],0.0993706,0.0993706,0.0993706,[0.0993706],0.0725146,0.0725146,0.0725146,[0.0725146],1,1,1.0,1,[1],{'O=C1c2cc(-c3ccccc3)oc2C(=O)C2C(=O)C=CC12'},1,1.0
C=C1c2ccc(-c3ccccc3)cc2C2(c3ccccc3)CCCC1CC2,2,2,20,20,1,[20],0.0085634,0.0085634,0.0085634,[0.0085634],0.0052191,0.0052191,0.0052191,[0.0052191],1,1,1.0,1,[1],{'COC(=O)C1(C)CCC2(c3ccccc3O)COC1C(=O)c1ccc(-c3ccccc3)cc12'},1,1.0
C=C1c2ccc(-c3ccccc3)cc2C2CCCC1CC2,2,2,20,20,1,[20],0.0085634,0.0085634,0.0085634,[0.0085634],0.0052191,0.0052191,0.0052191,[0.0052191],1,1,1.0,1,[1],{'COC(=O)C1(C)CCC2(c3ccccc3O)COC1C(=O)c1ccc(-c3ccccc3)cc12'},1,1.0
C=C1c2cccc2C(=C)C2C(=C)C=CC12,2,2,90,90,1,[90],0.0993706,0.0993706,0.0993706,[0.0993706],0.0725146,0.0725146,0.0725146,[0.0725146],1,1,1.0,1,[1],{'O=C1c2cc(-c3ccccc3)oc2C(=O)C2C(=O)C=CC12'},1,1.0
C=C1c2ccccc2-c2c1cc(=C)c1ccccc21,2,2,100,100,1,[100],0.1458701,0.1458701,0.1458701,[0.1458701],0.11721195,0.11721195,0.11721195,[0.11721195],1,1,1.0,1,[1],{'O=C1c2ccccc2-n2c1cc(=O)c1cc(Cl)ccc12'},1,1.0
C=C1c2ccccc2-c2cc(-c3ccccc3)c(=C)cc21,1,1,90,90,1,[90],0.313305,0.313305,0.313305,[0.313305],0.286449,0.286449,0.286449,[0.286449],1,1,1.0,1,[1],{'O=C1c2ccccc2-c2cc(-c3ccccc3)c(=O)oc21'},1,1.0
C=C1c2ccccc2-c2cc(-c3ccccc3)cc21,2,2,50,50,1,[50],0.1270578,0.1270578,0.1270578,[0.1270578],0.12,0.12,0.12,[0.12],1,1,1.0,1,[1],{'O=C1c2ccccc2-c2oc(-c3ccccc3)c(Br)c21'},1,1.0
C=C1c2ccccc2-c2ccc(=C)cc21,6,3,240,10,3,"[10, 90, 240]",0.2882869,0.2286166,0.26681171666666664,"[0.2286166, 0.28353165, 0.2882869]",0.25683695,-0.1353151999999999,0.1145545166666667,"[0.2221418, 0.25683695, -0.1353151999999999]",2,1,1.3333333333333333,4,"[1, 2, 1]","{'O=C1c2ccccc2-c2ccc(=O)oc21', 'O=C1c2ccccc2-c2cc(-c3ccccc3)c(=O)oc21', 'C#CN=C1c2ccccc2-c2ccc(=O)oc21', 'O=C1c2ccccc2-c2ccc(=O)[nH]c21'}",4,2.0
C=C1c2ccccc2-c2cccc21,2,2,50,50,1,[50],0.1270578,0.1270578,0.1270578,[0.1270578],0.12,0.12,0.12,[0.12],1,1,1.0,1,[1],{'O=C1c2ccccc2-c2oc(-c3ccccc3)c(Br)c21'},1,1.0
C=C1c2ccccc2C(=C)C(Cc2ccccc2)c2cc3ccccc3c21,2,2,50,50,1,[50],0.0152369,0.0152369,0.0152369,[0.0152369],0.0081790999999999,0.0081790999999999,0.0081790999999999,[0.0081790999999999],1,1,1.0,1,[1],{'O=C1c2ccccc2C(=O)C(O)(Cc2ccccc2)c2nc3ccccc3n21'},1,1.0
C=C1c2ccccc2C(=C)C1(Cc1ccccc1)C(=C)(=C)c1ccccc1,4,2,60,40,2,"[40, 60]",0.0253654,0.0104213,0.01789335,"[0.0104213, 0.0253654]",0.022609,0.00829935,0.015454175,"[0.00829935, 0.022609]",1,1,1.0,2,"[1, 1]","{'O=C1c2ccccc2C(=O)C1(Cc1ccc(Br)cc1)S(=O)(=O)c1ccc(Cl)cc1', 'O=C1c2ccccc2C(=O)C1(Cc1ccc(Br)cc1)S(=O)(=O)c1ccc(Br)cc1'}",2,1.0
C=C1c2ccccc2C(=C)C1C(=C)(=C)c1ccccc1,4,2,60,40,2,"[40, 60]",0.0253654,0.0104213,0.01789335,"[0.0104213, 0.0253654]",0.022609,0.00829935,0.015454175,"[0.00829935, 0.022609]",1,1,1.0,2,"[1, 1]","{'O=C1c2ccccc2C(=O)C1(Cc1ccc(Br)cc1)S(=O)(=O)c1ccc(Cl)cc1', 'O=C1c2ccccc2C(=O)C1(Cc1ccc(Br)cc1)S(=O)(=O)c1ccc(Br)cc1'}",2,1.0
C=C1c2ccccc2C(=C)C1C1CCCC1,2,2,30,30,1,[30],0.0057944,0.0057944,0.0057944,[0.0057944],-0.0043297,-0.0043297,-0.0043297,[-0.0043297],1,1,1.0,1,[1],{'O=C1c2cccnc2C(=O)N1C1CC(CO)CC1O'},1,1.0
