Substructure,Count,Count max,step max,step min,step count,step_list,median_score_fragment_max,median_score_fragment_min,Mean score cluster,median_score_fragment_list,diff_median_score_max,diff_median_score_min,Mean diff score,diff_median_score_list,count_per_molecule_max,count_per_molecule_first,count_per_molecule_mean,Total Number of Molecules with Substructure,Number of Molecules with Substructure List,Molecules containing fragment,Number of Molecules_with_Fragment,count_perc_ratio
COCc1coc(-c2oc(-c3ccccc3)c3ccccc23)c1O,1,1,270,270,1,[270],0.4447981,0.4447981,0.4447981,[0.4447981],0.0321882999999999,0.0321882999999999,0.0321882999999999,[0.0321882999999999],2,2,2.0,2,[2],{'COCc1coc(-c2oc(-c3ccccc3)c3ccccc23)c1O'},1,1.0
COCc1oc(-c2oc(-c3ccc(O)cc3)c3ccccc23)c(OC)c1[N+](=O)[O-],1,1,280,280,1,[280],0.3898167,0.3898167,0.3898167,[0.3898167],-0.0559218999999999,-0.0559218999999999,-0.0559218999999999,[-0.0559218999999999],2,2,2.0,2,[2],{'COCc1oc(-c2oc(-c3ccc(O)cc3)c3ccccc23)c(OC)c1[N+](=O)[O-]'},1,1.0
COS(=O)(=O)c1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)o1,1,1,420,420,1,[420],0.44006935,0.44006935,0.44006935,[0.44006935],-0.01145815,-0.01145815,-0.01145815,[-0.01145815],3,3,3.0,3,[3],"{'COS(=O)(=O)c1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)o1', 'c1ccc(-c2oc(-c3ccco3)c3ccccc23)cc1'}",2,1.0
COc1cc(-c2oc(-c3ccccc3)c3ccccc23)oc1OC,1,1,250,250,1,[250],0.2297067,0.2297067,0.2297067,[0.2297067],-0.21238685,-0.21238685,-0.21238685,[-0.21238685],3,3,3.0,3,[3],"{'COc1cc(-c2oc(-c3ccccc3)c3ccccc23)oc1OC', 'O=C1NC(c2nc[nH]n2)=NC1=Cc1cccs1'}",2,1.0
COc1cc(C)c(-c2oc(-c3ccccc3)c3ccccc23)c(C)c1,1,1,390,390,1,[390],0.4497182,0.4497182,0.4497182,[0.4497182],-0.0007952999999999,-0.0007952999999999,-0.0007952999999999,[-0.0007952999999999],2,2,2.0,2,[2],{'COc1cc(C)c(-c2oc(-c3ccccc3)c3ccccc23)c(C)c1'},1,1.0
COc1cc(OC)c(O)c(-c2oc(-c3ccccc3)c3ccccc23)c1,1,1,220,220,1,[220],0.4316483,0.4316483,0.4316483,[0.4316483],-0.01025815,-0.01025815,-0.01025815,[-0.01025815],4,4,4.0,4,[4],"{'CCOC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccc(OCC)cc23)cc1', 'COc1cc(OC)c(O)c(-c2oc(-c3ccccc3)c3ccccc23)c1', 'O=C1OC(c2ccc[nH]2)=NC1=C(Nc1ccc[nH]1)c1ccco1'}",3,1.0
COc1ccc(-c2oc(-c3ccc(C)cc3)c3ccc(O)cc23)cc1O,1,1,210,210,1,[210],0.4218742,0.4218742,0.4218742,[0.4218742],-0.0077018,-0.0077018,-0.0077018,[-0.0077018],16,16,16.0,16,[16],"{'O=c1[nH]c2ccccc2s1', 'CC(=O)c1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)cc1', 'CCN(CC)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'O=Cc1cc(-c2oc(-c3ccccc3)c3ccc(Br)cc23)oc1O', 'O=C(O)c1ccc(-c2oc(-c3ccccc3O)c3ccc(Br)cc23)cc1', 'COCc1c(OC)cc(=O)oc1-c1oc(-c2ccccc2)c2ccccc12', 'CC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1', 'CS(=O)(=O)c1ccc(-c2oc(-c3ccccc3)c3ccc(N)cc23)cc1', 'O=Cc1ccc(-c2oc(-c3ccccc3O)c3ccc(Br)cc23)cc1', 'O=C1OC(=Cc2ccco2)N=C1c1ccc(Cl)cc1', 'CCOc1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1O', 'O=C1OC(c2ccc[nH]2)=NC1=C1Nc2ccccc2OC1=O', 'COCc1ccc(-c2oc(-c3ccccc3)c3ccc(Br)cc23)cc1', 'COC(=O)c1ccc(-c2oc(-c3ccc(O)cc3)c3ccccc23)cc1', 'COc1ccc(-c2oc(-c3ccc(C)cc3)c3ccc(O)cc23)cc1O'}",15,1.0
COc1ccc(-c2oc(-c3ccc(C)cc3)c3ccccc23)cc1OC,1,1,210,210,1,[210],0.46993215,0.46993215,0.46993215,[0.46993215],0.0496588,0.0496588,0.0496588,[0.0496588],3,3,3.0,3,[3],"{'COc1ccc(-c2oc(-c3ccc(C)cc3)c3ccccc23)cc1OC', 'CCN(CC)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1'}",2,1.0
COc1ccc(-c2oc(-c3ccc(O)cc3)c3ccccc23)cc1O,1,1,220,220,1,[220],0.45111635,0.45111635,0.45111635,[0.45111635],0.0120467499999999,0.0120467499999999,0.0120467499999999,[0.0120467499999999],3,3,3.0,3,[3],"{'COCc1ccc(-c2oc(-c3ccccc3)c3ccc(C)cc23)cc1', 'COc1ccc(-c2oc(-c3ccc(O)cc3)c3ccccc23)cc1O'}",2,1.0
COc1ccc(-c2oc(-c3ccccc3)c3ccc(Br)cc23)cc1O,1,1,190,190,1,[190],0.4256942,0.4256942,0.4256942,[0.4256942],0.027939,0.027939,0.027939,[0.027939],8,8,8.0,8,[8],"{'O=C1NC(c2ccccc2Br)=NC1=Cc1ccccc1', 'CC(=O)Oc1ccc2oc(-c3ccccc3)c(Br)c2c1', 'O=C1OC(=Cc2ccco2)N=C1c1ccccn1', 'COCc1cc(-c2oc(-c3ccccc3)c3ccccc23)on1', 'COc1ccc(-c2oc(-c3ccccc3)c3ccc(Br)cc23)cc1O', 'O=C1NC(c2ccc(Cl)cc2)=NC1=C1Nc2ccccc2OC1=O', 'O=C1OC(=C2Nc3ccccc3OC2=O)N=C1c1ccccc1'}",7,1.0
COc1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1O,1,1,180,180,1,[180],0.39950515,0.39950515,0.39950515,[0.39950515],-0.0284564999999999,-0.0284564999999999,-0.0284564999999999,[-0.0284564999999999],5,5,5.0,5,[5],"{'O=C1OC(=C2C(=O)Oc3ccccc3N2O)N=C1c1ccc(Br)cc1', 'COc1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1O', 'O=C1OC(=C2C(=O)Oc3ccccc3N2O)N=C1c1ccc([N+](=O)[O-])cc1', 'O=C1OC(=Cc2coc(-c3ccccc3O)n2)N=C1c1ccc(F)cc1'}",4,1.0
COc1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1OC,1,1,270,270,1,[270],0.4386675,0.4386675,0.4386675,[0.4386675],0.0260576999999999,0.0260576999999999,0.0260576999999999,[0.0260576999999999],2,2,2.0,2,[2],{'COc1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1OC'},1,1.0
COc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1,1,1,250,250,1,[250],0.4385248499999999,0.4385248499999999,0.4385248499999999,[0.4385248499999999],-0.0265985,-0.0265985,-0.0265985,[-0.0265985],17,17,17.0,17,[17],"{'CC(C)(C)OC(=O)Nc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'CC1(C)OC(=O)C(=Cc2oc(-c3ccccc3)c3ccccc23)O1', 'CCc1coc(-c2oc(-c3ccccc3)c3ccccc23)c1', 'CN(C)c1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1', 'C1=CC(Nc2ccccc2)=CC1=Cc1ccc(-c2ccco2)cc1', 'CC(C)(C)c1ccc(-c2oc(-c3ccc[nH]3)c3ccc(Br)cc23)cc1', 'CC(C)(C)c1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)cc1', 'COC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1', 'CC(C)c1ccc(-c2oc(-c3ccccc3)c3ccc(Br)cc23)cc1', 'COCc1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1OC', 'COCc1coc(-c2oc(-c3ccccc3)c3ccc(O)cc23)c1', 'CSc1ccc(-c2oc(-c3ccccc3)c3ccc(C)cc23)cc1', 'CC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccc(N)cc23)cc1', 'COc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'CN(C)c1ccc(-c2oc(-c3ccccc3)c3ccc(Br)cc23)cc1', 'O=C1NC(c2ccc[nH]2)=NC1=Cc1ccccc1Cl'}",16,1.0
COc1ccc(-c2oc(-c3ccccc3)c3cccnc23)cc1O,1,1,200,200,1,[200],0.4181764,0.4181764,0.4181764,[0.4181764],0.0006870999999999,0.0006870999999999,0.0006870999999999,[0.0006870999999999],7,7,7.0,7,[7],"{'O=C1C=C(Nc2ccc[nH]2)C(=O)c2ccccc21', 'Nc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'COc1ccc(-c2oc(-c3ccccc3)c3cccnc23)cc1O', 'S=C(Nc1ccc(-n2oc3ccccc3c2=S)cc1)c1ccc(Cl)cc1', 'O=C1OC(=C2Nc3ccccc3OC2=O)N=C1c1ccc(C(=O)O)cc1', 'COc1cc(-c2oc(-c3ccccc3)c3ccccc23)ccc1OC(C)=O'}",6,1.0
COc1ccc2oc(-c3ccccc3)c(O)c(=O)c2c1,1,1,170,170,1,[170],0.3746391,0.3746391,0.3746391,[0.3746391],-0.0134589999999999,-0.0134589999999999,-0.0134589999999999,[-0.0134589999999999],5,5,5.0,5,[5],"{'COc1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1', 'O=C1OC(c2ccc(Br)cc2)=NC1=C1C(=O)Oc2ccccc2N1O', 'O=C1C(Nc2cccnc2)=CC(=O)c2oc(=O)ccc21', 'COc1ccc2oc(-c3ccccc3)c(O)c(=O)c2c1'}",4,1.0
COc1ccccc1-c1cc(-c2ccccc2)nc(=O)[nH]1,1,1,140,140,1,[140],0.1352763,0.1352763,0.1352763,[0.1352763],-0.13821375,-0.13821375,-0.13821375,[-0.13821375],4,4,4.0,4,[4],"{'COc1ccccc1-c1cc(-c2ccccc2)nc(=O)[nH]1', 'O=C1Oc2ccccc2N(O)C1=C1N=Nc2ccccc2C1=O', 'O=C1OC(=Cc2ccc(F)cc2)C(=O)c2ccccc21'}",3,1.0
COn1c(-c2oc(-c3ccccc3)nc2-c2ccccc2)noc1=O,1,1,310,310,1,[310],0.0499875,0.0499875,0.0499875,[0.0499875],-0.4049677,-0.4049677,-0.4049677,[-0.4049677],2,2,2.0,2,[2],{'COn1c(-c2oc(-c3ccccc3)nc2-c2ccccc2)noc1=O'},1,1.0
CS(=O)(=O)OC(=Cc1coc2ccccc12)c1ccccc1,1,1,90,90,1,[90],0.0,0.0,0.0,[0.0],-0.0402867,-0.0402867,-0.0402867,[-0.0402867],3,3,3.0,3,[3],"{'O=C1OC(=O)c2ccccc21', 'CS(=O)(=O)OC(=Cc1coc2ccccc12)c1ccccc1'}",2,1.0
CS(=O)(=O)OC1C=CC(=C2C(=O)c3ccccc3C2=O)CC1,1,1,100,100,1,[100],0.0956015,0.0956015,0.0956015,[0.0956015],0.06694335,0.06694335,0.06694335,[0.06694335],2,2,2.0,2,[2],{'CS(=O)(=O)OC1C=CC(=C2C(=O)c3ccccc3C2=O)CC1'},1,1.0
CS(=O)(=O)c1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)s1,1,1,270,270,1,[270],0.4495057,0.4495057,0.4495057,[0.4495057],0.0368958999999999,0.0368958999999999,0.0368958999999999,[0.0368958999999999],2,2,2.0,2,[2],{'CS(=O)(=O)c1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)s1'},1,1.0
CS(=O)(=O)c1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1,1,1,330,330,1,[330],0.4769152,0.4769152,0.4769152,[0.4769152],0.0343402999999999,0.0343402999999999,0.0343402999999999,[0.0343402999999999],2,2,2.0,2,[2],{'CS(=O)(=O)c1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1'},1,1.0
CS(=O)(=O)c1ccc(-c2oc(-c3ccccc3)c3ccc(N)cc23)o1,1,1,400,400,1,[400],0.4400929,0.4400929,0.4400929,[0.4400929],-0.0186263999999999,-0.0186263999999999,-0.0186263999999999,[-0.0186263999999999],26,26,26.0,26,[26],"{'N#Cc1ccc(-c2oc(-c3ccccc3)c3ccccc23)o1', 'CCC(=O)Oc1ccc(-c2oc(-c3ccc(N(C)C)cc3)c3ccccc23)cc1', 'CC(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccc(OC(C)=O)cc23)cc1', 'COc1ccc(-c2oc(-c3ccccc3)c3cccc(OC)c23)cc1', 'COc1ccc(-c2oc(-c3cccnc3)c3ccccc23)cc1O', 'O=C(CBr)Oc1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1', 'Cc1cc(-c2oc(-c3ccccc3)c3ccc(O)cc23)no1', 'COC(=O)Oc1ccc(-c2oc(-c3ccccc3)c3cccnc23)cc1', 'COS(=O)(=O)c1ccc(-c2oc(-c3ccccc3)c3ccc(Br)cc23)o1', 'CC(C)c1ccc(-c2oc(-c3ccc(O)cc3)c3ccccc23)cc1', 'Cc1cc(-c2oc(-c3ccc(N)cc3)c3ccccc23)no1', 'COOc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1OC', 'FC(F)(F)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'COCc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Br', 'CCc1ccc(-c2oc(-c3ccccc3)c3ccc(N)cc23)cc1', 'CCC(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'COC1COC(=O)c2oc(-c3ccccc3)c(O)c2O1', 'CCOC(=O)Oc1ccc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)o1', 'CS(=O)(=O)c1ccc(-c2oc(-c3ccccc3)c3ccc(N)cc23)o1', 'CCc1ccc(-c2oc(-c3ccccc3)c3ccc(OC)cc23)cc1', 'COC(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'CC(C)Oc1ccc(-c2oc(-c3ccc(C#N)cc3)c3ccccc23)cc1', 'CCOC(=O)Oc1ccc(-c2oc(-c3ccc(N(C)C)cc3)c3ccccc23)o1', 'N#Cc1ccc(-c2oc(-c3ccccc3)c3ccc([N+](=O)[O-])cc23)cc1', 'O=C1OC(c2ccco2)=NC1=Cc1ccccc1'}",25,1.0
CS(=O)(=O)c1cnc(-c2oc(-c3ccccc3)c3ccccc23)s1,1,1,340,340,1,[340],0.45097995,0.45097995,0.45097995,[0.45097995],-0.0174109,-0.0174109,-0.0174109,[-0.0174109],21,21,21.0,21,[21],"{'COC(=O)c1ccc(-c2oc(-c3ccc(OC)cc3)c3ccccc23)cc1', 'Cc1cc(-c2oc(-c3ccccc3)c3ccc(Br)cc23)no1', 'CC(C)OCc1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)cc1', 'CSc1ccc(-c2oc(-c3ccccc3)c3ccc(C)cc23)o1', 'CS(=O)(=O)c1cnc(-c2oc(-c3ccccc3)c3ccccc23)s1', 'CS(=O)(=O)c1ccc(-c2oc(-c3ccc([N+](=O)[O-])cc3)c3ccccc23)s1', 'CCOC(=O)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'CC(C)(C)c1ccc(-c2oc(-c3ccc([N+](=O)[O-])cc3)c3ccccc23)cc1', 'Nc1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)cc1', 'CC(=O)Oc1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1', 'O=C(CBr)c1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)cc1', 'CC(C)(C)c1ccc(-c2oc(-c3ccc(F)cc3)c3ccccc23)cc1', 'CC(C)(C)OC(=O)c1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)cc1', 'CC(C)c1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1', 'CS(=O)(=O)c1ccc(-c2oc(-c3ccc(O)cc3)c3ccccc23)o1', 'O=C1OC(=Cc2ccco2)N=C1c1ccccc1', 'C#CCOc1ccc(-c2oc(-c3ccc(C)cc3)c3ccccc23)cc1OC', 'FC(F)(Br)c1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'CC(C)c1ccc(-c2oc(-c3ccc(-c4ccc(Cl)cc4)cc3)c3ccccc23)cc1', 'COCc1oc(-c2oc(-c3ccccc3)c3ccccc23)cc1OC'}",20,1.0
CS(=O)(=O)c1sc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)nc1Br,1,1,280,280,1,[280],0.4500982,0.4500982,0.4500982,[0.4500982],0.0095884499999999,0.0095884499999999,0.0095884499999999,[0.0095884499999999],3,3,3.0,3,[3],"{'CS(=O)(=O)c1sc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)nc1Br', 'CSc1ccc(-c2oc(-c3ccc(C)cc3)c3ccccc23)o1'}",2,1.0
CSc1ccc(-c2oc(-c3ccc(C)cc3)c3ccccc23)cc1,1,1,240,240,1,[240],0.456766,0.456766,0.456766,[0.456766],0.0389356,0.0389356,0.0389356,[0.0389356],2,2,2.0,2,[2],{'CSc1ccc(-c2oc(-c3ccc(C)cc3)c3ccccc23)cc1'},1,1.0
CSc1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)o1,1,1,370,370,1,[370],0.4512916,0.4512916,0.4512916,[0.4512916],0.0041371,0.0041371,0.0041371,[0.0041371],2,2,2.0,2,[2],{'CSc1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)o1'},1,1.0
CSc1ccc(-c2oc(-c3ccccc3)c3ccc(N)cc23)o1,1,1,390,390,1,[390],0.4251924,0.4251924,0.4251924,[0.4251924],-0.0253210999999999,-0.0253210999999999,-0.0253210999999999,[-0.0253210999999999],2,2,2.0,2,[2],{'CSc1ccc(-c2oc(-c3ccccc3)c3ccc(N)cc23)o1'},1,1.0
CSc1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)o1,1,1,210,210,1,[210],0.429576,0.429576,0.429576,[0.429576],0.0077018,0.0077018,0.0077018,[0.0077018],2,2,2.0,2,[2],{'CSc1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)o1'},1,1.0
Cc1[nH]nc2ccccc12,1,1,70,70,1,[70],0.0,0.0,0.0,[0.0],-0.011562,-0.011562,-0.011562,[-0.011562],2,2,2.0,2,[2],{'Cc1[nH]nc2ccccc12'},1,1.0
Cc1cc(-c2oc(-c3ccccc3)c3ccccc23)nc(=O)[nH]1,1,1,230,230,1,[230],0.4353406,0.4353406,0.4353406,[0.4353406],-0.0041503999999999,-0.0041503999999999,-0.0041503999999999,[-0.0041503999999999],6,6,6.0,6,[6],"{'O=C1OC(c2ccc[nH]2)=NC1=Cc1ccco1', 'Cc1cc(-c2oc(-c3ccccc3)c3ccccc23)nc(=O)[nH]1', 'O=C1OC(c2ccc[nH]2)=NC1=C(Nc1ccccn1)c1ccc[nH]1', 'CC(C)(C)c1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1', 'CCCCOc1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1'}",5,1.0
Cc1cc(=O)oc2cc(OC(=O)C=Cc3ccccc3)ccc12,1,1,130,130,1,[130],0.0,0.0,0.0,[0.0],-0.2505732,-0.2505732,-0.2505732,[-0.2505732],2,2,2.0,2,[2],{'Cc1cc(=O)oc2cc(OC(=O)C=Cc3ccccc3)ccc12'},1,1.0
Cc1cc(C)c2ccc(C(=O)c3ccccc3O)nc2n1,1,1,50,50,1,[50],0.0075697,0.0075697,0.0075697,[0.0075697],0.0004696,0.0004696,0.0004696,[0.0004696],13,13,13.0,13,[13],"{'O=C1OC(F)COC1=Cc1ccccc1', 'COCC1=CCC(=O)c2ccccc2C1=O', 'Cc1cc(C)c2ccc(C(=O)c3ccccc3O)nc2n1', 'O=C1CCC(C2(Cc3ccccc3)N=N2)C(=O)N1', 'O=C(OCc1ccc([N+](=O)[O-])cc1)C1(O)Oc2ccccc2C1=O', 'O=c1oc2ccc(O)cc2n1Cc1ccccc1', 'O=C1c2ccccc2-c2oc(-c3ccccc3)c(Br)c21', 'O=C(O)Cc1ccc(C(=O)O)c(O)c1-c1ccccc1', 'O=C1Cc2ccccc2C(=O)N1O', 'O=C1Cc2cc(Br)ccc2OC1O', 'O=C1C=CC2C(=O)N1Cc1ccccc12', 'CN1C=C2Nc3ccccc3CCN2CC1'}",12,1.0
Cc1cc(S(=O)(=O)Nc2ccccc2Cl)no1,1,1,30,30,1,[30],0.0033196,0.0033196,0.0033196,[0.0033196],-0.00843035,-0.00843035,-0.00843035,[-0.00843035],3,3,3.0,3,[3],"{'Cc1cc(S(=O)(=O)Nc2ccccc2Cl)no1', 'O=C(CC(=O)C1OC(=O)c2ccccc2C1O)c1ccccc1'}",2,1.0
Cc1ccc(-c2cccc3c2ccc2ccccc23)cc1,1,1,70,70,1,[70],0.0,0.0,0.0,[0.0],-0.011562,-0.011562,-0.011562,[-0.011562],2,2,2.0,2,[2],{'Cc1ccc(-c2cccc3c2ccc2ccccc23)cc1'},1,1.0
Cc1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)cc1,1,1,230,230,1,[230],0.4908442,0.4908442,0.4908442,[0.4908442],0.0546910999999999,0.0546910999999999,0.0546910999999999,[0.0546910999999999],2,2,2.0,2,[2],{'Cc1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)cc1'},1,1.0
Cc1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccc(Br)cc23)cc1,1,1,210,210,1,[210],0.4566458,0.4566458,0.4566458,[0.4566458],0.0347716,0.0347716,0.0347716,[0.0347716],2,2,2.0,2,[2],{'Cc1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccc(Br)cc23)cc1'},1,1.0
Cc1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)cc1,1,1,300,300,1,[300],0.4425999,0.4425999,0.4425999,[0.4425999],0.005041,0.005041,0.005041,[0.005041],12,12,12.0,12,[12],"{'CC(C)(C)OC(=O)Nc1oc(-c2ccccc2)c2ccccc12', 'O=C1COC(c2ccco2)=NC1=Cc1ccco1', 'CC(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'O=C1NC(c2ccco2)=NC1=Cc1ccc[nH]1', 'CS(=O)(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccccc23)o1', 'CC(=O)Nc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'Cc1ccc(-c2oc(-c3ccc(N)cc3)c3ccccc23)cc1', 'CCCCOc1ccc(-c2oc(-c3ccc(Cl)cc3)c3ccccc23)cc1', 'CC1=NC(=Cc2ccco2)OC1=O', 'COc1ccc(-c2oc(-c3ccc(O)cc3)c3cccnc23)cc1O', 'CCN(CC)c1ccc(-c2oc(-c3ccc(O)cc3)c3ccccc23)cc1'}",11,1.0
Cc1ccc(-c2oc(-c3ccccc3)c(F)c2Br)cc1,1,1,70,70,1,[70],0.0351736,0.0351736,0.0351736,[0.0351736],0.0254535,0.0254535,0.0254535,[0.0254535],2,2,2.0,2,[2],{'Cc1ccc(-c2oc(-c3ccccc3)c(F)c2Br)cc1'},1,1.0
Cc1ccc(-c2oc(-c3ccccc3)c3ccc(Cl)cc23)cc1,1,1,390,390,1,[390],0.4678465,0.4678465,0.4678465,[0.4678465],0.0181282999999999,0.0181282999999999,0.0181282999999999,[0.0181282999999999],2,2,2.0,2,[2],{'Cc1ccc(-c2oc(-c3ccccc3)c3ccc(Cl)cc23)cc1'},1,1.0
Cc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Cl,1,1,370,370,1,[370],0.4471545,0.4471545,0.4471545,[0.4471545],-0.0041371,-0.0041371,-0.0041371,[-0.0041371],18,18,18.0,18,[18],"{'COC(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccc(OC)cc23)cc1', 'COc1ccc(-c2oc(-c3ccc(O)cc3)c3ccccc23)cc1', 'O=C1OC(=Cc2ccco2)N=C1c1ccc(O)cc1', 'CCOC(=O)c1cc(-c2oc(-c3ccc(C)cc3)c3ccccc23)no1', 'NC(=O)Oc1ccc(-c2oc(-c3ccc(O)cc3)c3ccccc23)cc1', 'CCOC(=O)Oc1ccc(-c2oc(-c3ccc(C)cc3)c3ccccc23)o1', 'CC(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccc(O)cc23)cc1', 'Cc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1Cl', 'CC(C)(C)C(=O)Oc1ccc(-c2oc(-c3ccccc3)c3ccccc23)cc1', 'Cc1ccc(-c2oc(-c3ccccc3)c3ccc(Br)cc23)cc1Br', 'COCc1cc(-c2oc(-c3ccccc3)c3ccccc23)no1', 'CCNc1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1', 'CSc1ccc(-c2oc(-c3ccc(SC)s3)c3ccccc23)cc1', 'CCOc1ccc(-c2oc(-c3ccc(Br)cc3)c3ccccc23)cc1', 'Cc1ccc(-c2oc(-c3ccccc3)c3ccccc23)s1', 'O=C1C=NC(=Cc2oc(-c3ccccc3)c3cccnc23)O1', 'COSc1ccc(-c2oc(-c3ccccc3)c3ccccc23)o1'}",17,1.0
Cc1ccc2oc(-c3ccccc3)c(O)c(=O)c2c1,1,1,190,190,1,[190],0.2091228,0.2091228,0.2091228,[0.2091228],-0.19475135,-0.19475135,-0.19475135,[-0.19475135],3,3,3.0,3,[3],"{'Cc1ccc2oc(-c3ccccc3)c(O)c(=O)c2c1', 'O=C1NC(c2ccc(Cl)cc2)=NC1=C1Nc2ccccc2OC1=O'}",2,1.0
Cc1sc2ccccc2c(=O)c1Sc1ccc(OCC(=O)O)cc1,1,1,10,10,1,[10],0.0170113,0.0170113,0.0170113,[0.0170113],0.0105365,0.0105365,0.0105365,[0.0105365],2,2,2.0,2,[2],{'Cc1sc2ccccc2c(=O)c1Sc1ccc(OCC(=O)O)cc1'},1,1.0
Clc1ccc(-c2oc(-c3ccc(Cl)c(Cl)c3)c3cc(Cl)ccc23)cc1,1,1,440,440,1,[440],0.4532123999999999,0.4532123999999999,0.4532123999999999,[0.4532123999999999],0.0099861999999999,0.0099861999999999,0.0099861999999999,[0.0099861999999999],3,3,3.0,3,[3],"{'Cc1cc(O)cc(-c2oc(-c3ccccc3)c3ccccc23)c1', 'Clc1ccc(-c2oc(-c3ccc(Cl)c(Cl)c3)c3cc(Cl)ccc23)cc1'}",2,1.0
Clc1ccc2c(-c3ccccc3)oc(-c3ccc(Cl)c(Cl)c3)c2c1,1,1,450,450,1,[450],0.4540745,0.4540745,0.4540745,[0.4540745],0.000748,0.000748,0.000748,[0.000748],2,2,2.0,2,[2],{'Clc1ccc2c(-c3ccccc3)oc(-c3ccc(Cl)c(Cl)c3)c2c1'},1,1.0
Clc1ccc2nc(-c3ccccc3)cc(-c3ccccc3)c2c1,1,1,100,100,1,[100],0.0,0.0,0.0,[0.0],-0.03539485,-0.03539485,-0.03539485,[-0.03539485],2,2,2.0,2,[2],{'Clc1ccc2nc(-c3ccccc3)cc(-c3ccccc3)c2c1'},1,1.0
